region,income_group,demo_group,demo_subgroup,has_account,borrowed_any,biz_loan_source,biz_loan,loan_purpose_group,loan_purpose,saved_for_purchase,saved_no_purpose,digital_payment_other,mobile_payment_bill,govt_digital_pay_acc,digital_pay,digital_pay_acc,govt_payment_recv,prefer_digital_fin,prefer_digital,saved_any,region_cleaned,biz_loan_source_missing,biz_loan_missing,loan_purpose_group_missing,loan_purpose_missing,saved_for_purchase_missing,saved_no_purpose_missing,digital_payment_other_missing,mobile_payment_bill_missing,govt_digital_pay_acc_missing,digital_pay_missing,digital_pay_acc_missing,govt_payment_recv_missing,prefer_digital_fin_missing,prefer_digital_missing
Europe & Central Asia (excluding high income),Upper middle income,gender,women,0.597945017831686,0.365702924753423,0.154699939018257,0.154699939018257,0.0,0.0,0.994639780772646,0.0,0.309566374676314,0.228913609992013,0.1062422488128,0.183401039290176,0.137715192360179,0.129304214076452,0.274394414678507,0.353118646731865,0.362398124347327,Europe & Central Asia,0,0,1,1,0,1,0,0,0,0,0,0,0,0
High income,High income,gender,men,0.760569953890037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,women,0.714890462652269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Europe & Central Asia (excluding high income),Lower middle income,gender,men,0.733780750915794,0.623508443806081,0.186574755942951,0.157348460785737,0.189544953957664,0.18720169632083,0.888343528744801,0.1116564712551995,0.669264804418221,0.22709362137956,0.185751043435794,0.478037695583398,0.3407129521545,0.213734359209962,0.223956291268307,0.310889288804287,0.38961445505654,Europe & Central Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Lower middle income,gender,women,0.71235055996936,0.633845235675008,0.203648509575884,0.180109516097135,0.17136612787551,0.165473508885357,0.887283879571629,0.112716120428371,0.631826705101032,0.220225694629281,0.127720525618749,0.325215590440238,0.255159340560807,0.189004715006435,0.249665195403796,0.331757157935538,0.481565103850729,Europe & Central Asia,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Asia & Pacific (excluding high income),Lower middle income,gender,men,0.317099790252873,0.472971474805727,0.142290828788659,0.133264917518272,0.0,0.0,0.93181618518504,0.0,0.611728768872119,0.537416931257373,0.0,0.421385394357461,0.109930446958924,0.0,0.0,0.0,0.32873604562035,East Asia & Pacific,0,0,1,1,0,1,0,0,1,0,0,1,1,1
East Asia & Pacific (excluding high income),Lower middle income,gender,women,0.435865025443192,0.453794928578158,0.176846552504487,0.164419073925928,0.0,0.0,0.934014121950399,0.0,0.688644582101746,0.53286560998037,0.0,0.269727737595532,0.0919754372179752,0.0,0.0,0.0,0.384060428605717,East Asia & Pacific,0,0,1,1,0,1,0,0,1,0,0,1,1,1
High income,High income,gender,men,0.944387277334092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,women,0.954063945490497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Middle East & North Africa (excluding high income),Lower middle income,gender,men,0.310250951995699,0.563399355895654,0.0,0.0,0.0,0.0,0.846219337989013,0.1537806620109872,0.629864439665959,0.50663588322953,0.0,0.393909108511094,0.128395629884138,0.0,0.0,0.0,0.257902726053174,Middle East & North Africa,1,1,1,1,0,0,0,0,1,0,0,1,1,1
Middle East & North Africa (excluding high income),Lower middle income,gender,women,0.153395918766117,0.547902440863198,0.0,0.0,0.0,0.0,0.813077064709703,0.1869229352902967,0.357342628967067,0.330745445596985,0.0,0.227984358417364,0.0844676816667116,0.0,0.0,0.0,0.312319534406349,Middle East & North Africa,1,1,1,1,0,0,0,0,1,0,0,1,1,1
Sub-Saharan Africa (excluding high income),Lower middle income,gender,men,0.629153027155964,0.639446718613823,0.350953687270609,0.134812106411075,0.154633221306992,0.0,0.782691474623846,0.217308525376154,0.318540661187051,0.0,0.173816149445705,0.305993223950858,0.205277505396079,0.151208714111423,0.0,0.141873017745218,0.540090576041852,Sub-Saharan Africa,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Sub-Saharan Africa (excluding high income),Lower middle income,gender,women,0.604259618948848,0.64696225628773,0.340489542417027,0.12421952479823,0.176614978146418,0.0,0.766679389908038,0.2333206100919614,0.342319382459595,0.0,0.092998807550056,0.202876234092264,0.126259225371516,0.0719719244324943,0.0,0.195135512868091,0.542817751509844,Sub-Saharan Africa,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.581311446969649,0.781946923708311,0.371824537336526,0.0,0.122041809444068,0.0,0.959535068829157,0.0,0.203828476963017,0.123162227335922,0.0,0.237374166545794,0.0,0.0,0.0,0.0,0.727616634554834,Sub-Saharan Africa,0,1,0,1,0,1,0,0,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.462794636646139,0.768244697112572,0.230492839358368,0.0,0.128547587462041,0.0,0.95566553902921,0.0,0.278404734015035,0.198320780658265,0.0,0.122845218447227,0.0,0.0,0.0,0.0,0.675706475881753,Sub-Saharan Africa,0,1,0,1,0,1,0,0,1,0,1,1,1,1
Middle East & North Africa (excluding high income),Upper middle income,gender,men,0.414206818482174,0.489419924526436,0.175904742902558,0.175904742902558,0.152536071213028,0.152536071213028,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38242924953584,Middle East & North Africa,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Middle East & North Africa (excluding high income),Upper middle income,gender,women,0.246960239810713,0.343719431954136,0.141355805593603,0.141355805593603,0.0905030258660229,0.0905030258660229,0.987953569502123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.357383517066422,Middle East & North Africa,0,0,0,0,0,1,1,1,1,1,1,1,1,1
High income,High income,gender,men,0.996487186965706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,women,0.984001545389899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.289510608133895,0.691455176619672,0.132384251217767,0.0,0.0,0.0,0.963949128734667,0.0,0.176711567423126,0.13768656430688,0.0,0.272829782450294,0.0,0.0,0.0,0.0,0.317318420424323,Sub-Saharan Africa,0,1,1,1,0,1,0,0,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.202965184252509,0.724226844544123,0.0905648231524165,0.0,0.0,0.0,0.952343769649686,0.0,0.201648591874988,0.173973779790089,0.0,0.164922671444744,0.0,0.0,0.0,0.0,0.272109033167285,Sub-Saharan Africa,0,1,1,1,0,1,0,0,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.548354765985818,0.739500498539932,0.351585948983931,0.0,0.109024274474549,0.0,0.954599761471917,0.0,0.147893315186419,0.0,0.0,0.17525819199586,0.0,0.0,0.0,0.0,0.612270583011939,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.462797708427249,0.788647834581083,0.269499521895943,0.0,0.106759357522769,0.0,0.948727302195063,0.0,0.120410985963505,0.0,0.0,0.0989684325145136,0.0,0.0,0.0,0.0,0.613380906586792,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,1
East Asia & Pacific (excluding high income),Upper middle income,gender,men,0.891413579480248,0.472668614139403,0.535634016363312,0.482106898111401,0.198080019729413,0.19402706218593,0.886046264818778,0.1139537351812222,0.514472912685307,0.175272913230608,0.401437930136962,0.58280616310706,0.475694619352767,0.461918732975748,0.453373425331702,0.51395090214465,0.639471016623411,East Asia & Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0
East Asia & Pacific (excluding high income),Upper middle income,gender,women,0.882264701684302,0.297670047338607,0.513943819245629,0.472001815697546,0.101231362482936,0.0947612295209646,0.901642219909496,0.0983577800905036,0.380796294262857,0.122214287018109,0.260118653027045,0.37477463053203,0.305392110355557,0.299099799631891,0.373993678697982,0.441807442047716,0.594453405640878,East Asia & Pacific,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.64185279812671,0.791848778972887,0.381881533793533,0.0,0.129272970871106,0.0,0.971158540058877,0.0,0.203804275965395,0.0,0.0,0.205531391563629,0.0,0.0,0.0,0.202070696084345,0.63854428820447,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,0
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.456045965708999,0.694642592108659,0.22485663533512,0.0,0.106803468617522,0.0,0.92397533233235,0.0,0.16327807843478,0.0,0.0,0.129571540931839,0.0,0.0,0.0,0.116304953827893,0.676836859521968,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,0
High income,High income,gender,men,0.970301617715661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,women,0.960512328002859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Lower middle income,gender,men,0.302658938456615,0.796158868611025,0.178436965692595,0.178436965692595,0.147672954601674,0.147672954601674,0.970890124557103,0.0,0.461237802361014,0.203791206953595,0.0,0.273800297552265,0.169568452278995,0.0,0.0,0.231287447320382,0.493342104282035,Sub-Saharan Africa,0,0,0,0,0,1,0,0,1,0,0,1,1,0
Sub-Saharan Africa (excluding high income),Lower middle income,gender,women,0.246801310105525,0.821029422861649,0.145576537217021,0.145576537217021,0.120482028181972,0.120482028181972,0.971094601424042,0.0,0.360745519655934,0.18282567940591,0.0,0.176782272925843,0.106482871970448,0.0,0.0,0.188912990381651,0.474095435361492,Sub-Saharan Africa,0,0,0,0,0,1,0,0,1,0,0,1,1,0
Sub-Saharan Africa (excluding high income),Upper middle income,gender,men,0.917832047664155,0.483875664012856,0.355240796047708,0.341920181554011,0.234580817179943,0.234580817179943,0.985075534158571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.523094060911425,Sub-Saharan Africa,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Sub-Saharan Africa (excluding high income),Upper middle income,gender,women,0.8744277026075,0.341343404299884,0.282432259354516,0.267201815316515,0.143580362965789,0.143580362965789,0.911956786681064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.444761549095897,Sub-Saharan Africa,0,0,0,0,0,1,1,1,1,1,1,1,1,1
Latin America & Caribbean (excluding high income),Upper middle income,gender,men,0.591387643464686,0.432306007101,0.236310529201875,0.236310529201875,0.201361287073803,0.200584486959864,0.933718386494825,0.0,0.5991570484573,0.370840428980743,0.170859137827228,0.37204590393488,0.215583877278163,0.192764295647334,0.128926911446208,0.228866342212316,0.549909743318978,Latin America & Caribbean,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Latin America & Caribbean (excluding high income),Upper middle income,gender,women,0.474017009910959,0.399658373103699,0.115421189084483,0.111851857220425,0.105419921774983,0.100297033319321,0.917211947797208,0.0,0.557997677237864,0.415501661993301,0.0688872711351604,0.203836370808799,0.115587029903362,0.114268176873049,0.116465076032657,0.200610488490142,0.422104729327715,Latin America & Caribbean,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Upper middle income,gender,men,0.56690862731554,0.451697037210318,0.0,0.0,0.0,0.0,0.913538648972475,0.0,0.605798617857562,0.389724898068581,0.294346958150196,0.506255971632755,0.369608130574567,0.355750658126,0.14154444926372,0.349946221915109,0.420666089208231,Europe & Central Asia,1,1,1,1,0,1,0,0,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Upper middle income,gender,women,0.54547891632053,0.477539085638403,0.0,0.0,0.0,0.0,0.890401086703189,0.0,0.662467204566567,0.417746535592545,0.148401098284063,0.343327028327283,0.25003778533222,0.229159368253325,0.233160477413531,0.483349605601937,0.398421329134207,Europe & Central Asia,1,1,1,1,0,1,0,0,0,0,0,0,0,0
East Asia & Pacific (excluding high income),Lower middle income,gender,men,0.975086522078017,0.666333946119496,0.341632441502222,0.305902276715876,0.403429567232306,0.388507251826304,0.990405306773004,0.0,0.719972976319555,0.0,0.455536171887393,0.64926861072247,0.612094822307903,0.582249610240694,0.310467357345602,0.326174984556434,0.468765019811815,East Asia & Pacific,0,0,0,0,0,1,0,1,0,0,0,0,0,0
East Asia & Pacific (excluding high income),Lower middle income,gender,women,0.989739436798409,0.698730984280618,0.382139077129679,0.355427509252199,0.433324158270506,0.416403833345332,0.987083859738506,0.0,0.767130673290718,0.0,0.349932534058469,0.525801442715509,0.514918578529564,0.509485197441458,0.46191278610348,0.47925641200954,0.488464048316591,East Asia & Pacific,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Upper middle income,gender,men,0.775678116655159,0.357593917835816,0.297022203859639,0.297022203859639,0.187772345288988,0.187772345288988,0.929535354561357,0.0,0.547472289906004,0.368792156328148,0.397964113289741,0.524095701270337,0.502243734190613,0.502243734190613,0.232080996128511,0.361841951327062,0.446561194651796,Europe & Central Asia,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Upper middle income,gender,women,0.733747524585654,0.328079243266808,0.176035134720594,0.176035134720594,0.131848897245624,0.131848897245624,0.880649979894909,0.0,0.533311073373418,0.396092336386963,0.237422840446352,0.346312393951165,0.323290298938383,0.32235372738545,0.283631472654826,0.404837498910026,0.343878574310885,Europe & Central Asia,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Middle East & North Africa (excluding high income),Lower middle income,gender,men,0.546311625939388,0.644513495856705,0.0,0.0,0.0,0.0,0.890590677529415,0.1094093224705853,0.493522404077502,0.417628053282617,0.0,0.292428119109123,0.0,0.0,0.235407606789995,0.332891854820676,0.267946119016566,Middle East & North Africa,1,1,1,1,0,0,0,0,1,0,1,1,0,0
Middle East & North Africa (excluding high income),Lower middle income,gender,women,0.346828902547469,0.511439110889169,0.0,0.0,0.0,0.0,0.847447864621869,0.1525521353781307,0.23587159938486,0.217376833455458,0.0,0.120764950196937,0.0,0.0,0.136720690022183,0.244426589231458,0.167984451976329,Middle East & North Africa,1,1,1,1,0,0,0,0,1,0,1,1,0,0
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.633549962118332,0.699648870266417,0.271299803656728,0.0,0.186796674212144,0.0,0.926049293546614,0.0,0.356796218845707,0.0,0.0,0.137353158598415,0.0,0.0,0.0,0.0,0.531567458300633,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.454883633087181,0.622525528206692,0.125680897487611,0.0,0.104167494822005,0.0,0.87842878987534,0.0,0.290754690559083,0.0,0.0,0.0656552837441417,0.0,0.0,0.0,0.0,0.422907143069085,Sub-Saharan Africa,0,1,0,1,0,1,0,1,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Upper middle income,gender,men,0.70659277654642,0.734833476955495,0.435413267141638,0.359008415955358,0.215862338893261,0.149285048163235,0.902995946832245,0.0,0.341515376659322,0.0,0.186349657530573,0.328019436207969,0.296960082449904,0.267250260675214,0.206510659630243,0.301806624465329,0.582545609700062,Sub-Saharan Africa,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Sub-Saharan Africa (excluding high income),Upper middle income,gender,women,0.750382248106692,0.713790252724079,0.435636045435447,0.36815069250169,0.220230360212917,0.142207143832876,0.914099956280075,0.0,0.275768989647173,0.0,0.12323002410697,0.248034601391634,0.225019507263368,0.209068007056238,0.244469789284013,0.30995599870773,0.62730383037896,Sub-Saharan Africa,0,0,0,0,0,1,0,1,0,0,0,0,0,0
South Asia (excluding high income),Lower middle income,gender,men,0.602270903422122,0.716759762612493,0.216279987364308,0.209674829911351,0.125158575277802,0.120485172897504,0.961351055622601,0.0,0.520088894085017,0.446655886285845,0.0,0.297380680301807,0.0,0.0,0.0,0.142104565757448,0.356001174411864,South Asia,0,0,0,0,0,1,0,0,1,0,1,1,1,0
South Asia (excluding high income),Lower middle income,gender,women,0.597778342772083,0.692483894587777,0.201001017560054,0.197311394526058,0.199152944743829,0.197427801671932,0.967311536862308,0.0,0.363980518729517,0.308110653581561,0.0,0.104889219746084,0.0,0.0,0.0,0.114360215997215,0.390294542674075,South Asia,0,0,0,0,0,1,0,0,1,0,1,1,1,0
High income,High income,gender,men,0.990871076242509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,women,0.992546198217458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,men,0.97163339063554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,women,0.985351611403082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Latin America & Caribbean (excluding high income),Lower middle income,gender,men,0.259574488414034,0.460011185490945,0.0,0.0,0.0,0.0,0.839710766135276,0.1602892338647237,0.480018127916754,0.364681650290349,0.0,0.418119767636189,0.0,0.0,0.0,0.0,0.418368589312286,Latin America & Caribbean,1,1,1,1,0,0,0,0,1,0,1,1,1,1
Latin America & Caribbean (excluding high income),Lower middle income,gender,women,0.212320804665929,0.411895174426371,0.0,0.0,0.0,0.0,0.92393046515427,0.0760695348457295,0.423679974053691,0.348471407323434,0.0,0.216895800277054,0.0,0.0,0.0,0.0,0.343465256984161,Latin America & Caribbean,1,1,1,1,0,0,0,0,1,0,1,1,1,1
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.176139562058255,0.79199882350769,0.0,0.0,0.0,0.0,0.979177336554945,0.0,0.274705234693388,0.181928768245821,0.0,0.132536353118762,0.0,0.0,0.0,0.149548615234967,0.313926862684013,Sub-Saharan Africa,1,1,1,1,0,1,0,0,1,0,1,1,1,0
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.122030464030006,0.758688778264946,0.0,0.0,0.0,0.0,0.915627351802801,0.0,0.278815488036664,0.193065307737876,0.0,0.0810557879494925,0.0,0.0,0.0,0.120415835152958,0.355580167998866,Sub-Saharan Africa,1,1,1,1,0,1,0,0,1,0,1,1,1,0
Sub-Saharan Africa (excluding high income),Lower middle income,gender,men,0.74302879584059,0.789808956198848,0.501989918575274,0.430479194334374,0.0,0.0,0.806505944640064,0.193494055359936,0.213963015039389,0.0881208743151349,0.18406284994665,0.344696374808529,0.252921941384603,0.225258911339809,0.0,0.155069684114631,0.743780693814852,Sub-Saharan Africa,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Sub-Saharan Africa (excluding high income),Lower middle income,gender,women,0.522155914465012,0.789082424719384,0.364993626379791,0.323471822753886,0.0,0.0,0.694246562160161,0.3057534378398385,0.199436736227396,0.112927154811824,0.115631010237641,0.18814387087322,0.138272415422564,0.131107883052469,0.0,0.0965368219110895,0.701368119810494,Sub-Saharan Africa,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Europe & Central Asia (excluding high income),Upper middle income,gender,men,0.915870835011346,0.488192308781699,0.363566453976552,0.363566453976552,0.278634132423987,0.278634132423987,0.946924547639716,0.0,0.725415529395621,0.146712637215701,0.449287909955725,0.553274606932447,0.510981391714822,0.494621338490807,0.300345149232738,0.339895873326051,0.537484396032714,Europe & Central Asia,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Europe & Central Asia (excluding high income),Upper middle income,gender,women,0.77229493719316,0.426369565480275,0.285274686729711,0.285274686729711,0.237397175692996,0.237397175692996,0.933837535435326,0.0,0.498382536879217,0.126585311837741,0.294289570622238,0.366161732847616,0.361795938805759,0.361795938805759,0.302183078379106,0.319431772670935,0.401477662638139,Europe & Central Asia,0,0,0,0,0,1,0,0,0,0,0,0,0,0
High income,High income,gender,men,0.992709876923463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,women,0.978239340560655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High income countries,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High income,High income,gender,men,0.707083967351425,0.378726321898603,0.258319139401066,0.258319139401066,0.0,0.0,0.660762280971661,0.33923771902834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.386202757862249,High income countries,0,0,1,1,0,0,1,1,1,1,1,1,1,1
