region,income_group,demo_group,demo_subgroup,has_account,borrowed_any,credit_card,biz_loan_source,biz_loan,loan_purpose_group,loan_purpose,saved_old_age,saved_for_purchase,saved_no_purpose,mobile_pay_s_r,digital_payment_other,mobile_payment,mobile_payment_bill,govt_digital_pay,govt_digital_pay_acc,digital_pay,digital_pay_acc,govt_payment_recv,fin_resilience,emergency_funds,prefer_digital_acc,prefer_digital_fin,prefer_digital,saved_any,region_clean
South Asia (excluding high income),Lower middle income,laborforce,in laborforce,0.412171742255511,0.5926078069230871,0.216976237771711,0.212804563068701,0.212804563068701,0.1593618420018431,0.15343886068317636,0.42719054310963256,0.6357785647704443,0.36422143522955563,0.2773156699266925,0.3947932080718497,0.22473085553363673,0.3065090824646312,0.21040344716507012,0.22980858444170352,0.3675436908021041,0.3180459930014339,0.2598086698568589,0.12077380910923091,0.2524898008186489,0.1899146208145599,0.16539892784662247,0.14519392545985094,0.3393010052496309,South Asia
Europe & Central Asia (excluding high income),Upper middle income,laborforce,out of laborforce,0.292516017182509,0.43797463851539414,0.08237870945617576,0.09176792787421645,0.09176792787421645,0.08148870668334363,0.08148870668334365,0.4784559174216383,0.5791293533989392,0.5151138731132467,0.10044022836490146,0.6944209739759091,0.09433137725178203,0.6564998245255865,0.027600767633069262,0.02793826939147387,0.06498723132685835,0.031020621855271435,0.03615870570368401,0.35834426507385214,0.09475085220650395,0.0989296434928422,0.08658111244183161,0.35658461467549407,0.19940100128612248,Europe & Central Asia
Europe & Central Asia (excluding high income),Upper middle income,laborforce,in laborforce,0.703346647347033,0.5593419912772741,0.26106596338484284,0.26749254221714597,0.26507750624376536,0.24457787487670835,0.2440885823921553,0.6285744096114441,0.6902584410041248,0.3254863610926262,0.21668510415668046,0.591700481414788,0.20552595343072083,0.3860760596318693,0.25176221296716467,0.21675080722179663,0.4750375250161255,0.26161574037790997,0.35896038103157735,0.14287240723530995,0.17696349025589636,0.1917930683310978,0.3048773513864148,0.24874175592768064,0.4899660962243311,Europe & Central Asia
High income,High income,laborforce,out of laborforce,0.950933057201788,0.5148049632665636,0.4133943338736727,0.363923644622819,0.363923644622819,0.42937300126663824,0.42937300126663824,0.7518425360682273,0.7474663972350261,0.30103922088301305,0.4670530163223606,0.6647070074458215,0.4639927519289453,0.2168531997948681,0.13123392519710847,0.13414659507913052,0.1941488319548144,0.16798801570462152,0.16604320388969515,0.474244802140385,0.51304179110495,0.36702587729786157,0.29722233276588667,0.4855108511546582,0.5226786783555092,High income countries
High income,High income,laborforce,in laborforce,0.978147109047468,0.6961234761220849,0.6562951836135151,0.502661391337779,0.502661391337779,0.5892671226233335,0.5892671226233335,0.7993188834762808,0.8103397919901782,0.18966020800982178,0.5850313344920113,0.7875729833572254,0.5850313344920113,0.17964579075073372,0.5390547743038909,0.5511423052135549,0.7892784823931034,0.7474294059226947,0.7323254126100283,0.21839360929044888,0.581011770014715,0.34034416626206615,0.31980115256622127,0.3790663960640332,0.7198719896350039,High income countries
Sub-Saharan Africa (excluding high income),Lower middle income,laborforce,out of laborforce,0.0439633379927214,0.4415243221885823,0.08175857525515554,0.04771306552412741,0.046655757527919145,0.055566093171501824,0.0698668038909325,0.4033920811142998,0.44167141635611673,0.5583285836438833,0.09387368337696919,0.15197767916164395,0.0798419620522034,0.1382395469327954,0.03832297337625867,0.04492651329384259,0.04879777021871834,0.02731499433606638,0.02741739864283005,0.12460964162234575,0.0781335677384263,0.07891421509243687,0.058343337661379585,0.09465715355172255,0.43757887755926755,Sub-Saharan Africa
Sub-Saharan Africa (excluding high income),Lower middle income,laborforce,in laborforce,0.123864793439717,0.5676747182640751,0.19019323037389713,0.20192095043240038,0.21213948382301195,0.1663159780498574,0.16260983205296656,0.5367565649662319,0.540920194348985,0.45907980565101525,0.18198525717307903,0.25564145036027114,0.15723426737515322,0.2312002206677996,0.17319876894612835,0.19780435837080557,0.21673672679308345,0.21150820767003073,0.21696620029705127,0.1670434635697244,0.279528558683169,0.16621721406888168,0.1566304397011693,0.17224724849759357,0.7218920175437324,Sub-Saharan Africa
Latin America & Caribbean (excluding high income),Lower middle income,laborforce,out of laborforce,0.185217569529226,0.2961296436419343,0.08477738462885412,0.0940041921616872,0.0940041921616872,0.07888769884764749,0.07838660659844604,0.43922126726492483,0.7008375777353497,0.2991624222646497,0.11520612150904738,0.5021927901744865,0.10491915256955381,0.3977598218753271,0.02820723788872187,0.030863406839629626,0.08570560117074477,0.03342485464304573,0.030314518650408684,0.15756934717225451,0.11133167496011935,0.11409857591357411,0.1356463564545014,0.12072237643663541,0.29229747991601174,Latin America & Caribbean
Latin America & Caribbean (excluding high income),Lower middle income,laborforce,in laborforce,0.34944895958459,0.45192710334905745,0.2228636375264001,0.226479167440531,0.226479167440531,0.1811517332217792,0.1803125099950432,0.6187052525583884,0.7261453218430204,0.2738546781569795,0.22412939277904967,0.6145189216015978,0.20439414341506207,0.5269526649028695,0.20955215166559923,0.230431338823478,0.40228296478081843,0.1729539164771261,0.1864720403777996,0.16781062345412698,0.20319404080359196,0.17274458002829166,0.17036706934391777,0.22611007099915065,0.5151369209459105,Latin America & Caribbean
Europe & Central Asia (excluding high income),Upper middle income,laborforce,out of laborforce,0.426545696447903,0.32605882298097383,0.11110949526362834,0.1757982116993832,0.1691081802558806,0.1047712771840285,0.10185730373171693,0.5120876940205016,0.6861655893571538,0.33210612579567533,0.1233713984412089,0.6008733826341497,0.10686515662453872,0.481086527934855,0.04142034117945412,0.05055768542131872,0.08661913328353599,0.06752802042305436,0.05677823805147919,0.29921979938870036,0.05614400738181549,0.16842094890278136,0.1483190178715917,0.31084699305684127,0.28330756954529845,Europe & Central Asia
Europe & Central Asia (excluding high income),Upper middle income,laborforce,in laborforce,0.778595361914282,0.43038418376653337,0.23420377400016762,0.24857436008622158,0.24997336227128997,0.25785350863861384,0.2565543036678761,0.6479868149613711,0.7849907348478429,0.22924214831869671,0.17901049658715087,0.6973029056993774,0.17488489158105908,0.5007466422936998,0.3715036283605014,0.369737784571595,0.5604972795469383,0.5005621554902889,0.48396531233895645,0.1346767206733893,0.213975156504812,0.23642181622560232,0.22632860508415553,0.2528782225145,0.3413827754773072,Europe & Central Asia
Sub-Saharan Africa (excluding high income),Upper middle income,laborforce,out of laborforce,0.186570974246866,0.3175221957929212,0.08353870096293042,0.07831093064486011,0.07831093064486011,0.10839468710671538,0.108092915997127,0.42072391062971265,0.3319924080895812,0.668007591910418,0.09792426436444401,0.2536487624349361,0.09634463948656696,0.2212079077808792,0.035219819736687114,0.04140861126533646,0.06285886467336216,0.03127665706986407,0.044735560336935765,0.16736440598537478,0.078233898640996,0.11778116497508753,0.134901212311335,0.12564991412507004,0.3679282682449624,Sub-Saharan Africa
Sub-Saharan Africa (excluding high income),Upper middle income,laborforce,in laborforce,0.556623523707391,0.6091770065211995,0.2526404679271882,0.353665873147785,0.353665873147785,0.21711630604238757,0.21711630604238757,0.5546149599674429,0.5301632643702818,0.4698367356297183,0.19346635528175138,0.5779775738619085,0.18233293339891393,0.42675433891335923,0.2479907144103498,0.2685712202055882,0.4902860834115348,0.26526264171197317,0.2331157033839169,0.23004983512754418,0.170896076926935,0.22934965978497374,0.19625865362838324,0.3078892099179774,0.6746667007684248,Sub-Saharan Africa
Latin America & Caribbean (excluding high income),Upper middle income,laborforce,out of laborforce,0.436580994529459,0.2737217773769356,0.06335190009551606,0.0762062247078219,0.07620622470782187,0.08510413248603466,0.08312190854513407,0.34915383463653105,0.48931787273992666,0.5106821272600737,0.11368619069606317,0.5028789198394876,0.10726334736105542,0.42551686332583727,0.03162891576156446,0.027447300829764792,0.07876736441756044,0.03717681520880059,0.03355846155948872,0.2123309797927545,0.169978528157685,0.18746873628795144,0.14306402299035775,0.2193833244296771,0.19029477947544365,Latin America & Caribbean
Latin America & Caribbean (excluding high income),Upper middle income,laborforce,in laborforce,0.641003717138148,0.40987440132304015,0.19390744119204145,0.120874327764007,0.120874327764007,0.20811390813432226,0.2009831140053002,0.5083922482786363,0.672887879647361,0.32711212035263926,0.18226061169033123,0.6584024025336125,0.18240909321903653,0.5477612280019124,0.24014086209283214,0.203900051576088,0.4707623544620968,0.28430181764080636,0.3061227083033563,0.1290485538313859,0.375061017050478,0.14549833480403213,0.15111972983241515,0.18136222969487023,0.32148315092934565,Latin America & Caribbean
Europe & Central Asia (excluding high income),Upper middle income,laborforce,out of laborforce,0.350231904951547,0.48074812005771517,0.06383866258930487,0.07060488328321712,0.07060488328321712,0.16852679948343569,0.1685176339093376,0.4113063705745681,0.3886841279315313,0.6113158720684688,0.1183214334321819,0.4571580805596498,0.1043899888039942,0.39999403467506756,0.02612017932514113,0.030356117888103773,0.03662232435625007,0.03230336097119313,0.032031087931403385,0.333043317542094,0.032778627086899104,0.12210249766676315,0.10240599509733181,0.3282909726051091,0.28502448665674984,Europe & Central Asia
Europe & Central Asia (excluding high income),Upper middle income,laborforce,in laborforce,0.737163882646158,0.46302368994194065,0.26037814329510955,0.17094746152237528,0.1547694387613987,0.16158005018620003,0.15718326847261324,0.5947659794844168,0.8877867975235473,0.112213202476453,0.1782959153832112,0.6457264483025529,0.20656726286157928,0.43095674757562813,0.3738451084630425,0.4002629950607164,0.5323601073840194,0.5165446562166637,0.4845543584486928,0.2041174015272764,0.188163706964206,0.1612043745211312,0.1861725090371969,0.27100022076236396,0.4480941223594578,Europe & Central Asia
Sub-Saharan Africa (excluding high income),Low income,laborforce,out of laborforce,0.0708103187845027,0.520252746054199,0.08754714001325628,0.0394741981415867,0.039745406858823135,0.06289287490294787,0.07221004462731195,0.2887175148608239,0.6294408910176279,0.42072639914224363,0.10694687210894935,0.16755384035796522,0.09660967521205233,0.180746302599954,0.02917900672345866,0.025178866696256436,0.026803502893663844,0.041916547131717524,0.03706942043190797,0.06153733508780451,0.10123434887131784,0.12815049575585427,0.13456067607192596,0.07025735502163655,0.19420478195202284,Sub-Saharan Africa
Sub-Saharan Africa (excluding high income),Low income,laborforce,in laborforce,0.157912569370171,0.5962801399080037,0.1763759774164881,0.1556045256554629,0.17214213155777167,0.13473681488887157,0.13408751424931514,0.42380301538894694,0.6493094235506849,0.4478006466161618,0.18369453992194842,0.19835626387812816,0.15349516990889528,0.17610211029358833,0.18929511961897258,0.16968383519007163,0.15146818338698323,0.14937726162844306,0.23056693439043738,0.13853326771685945,0.2439217192203757,0.15508636735580716,0.1446474898846912,0.15651558785184563,0.451754903142029,Sub-Saharan Africa
Sub-Saharan Africa (excluding high income),Lower middle income,laborforce,out of laborforce,0.058244171802588,0.46019621387015575,0.08112569057978633,0.04689039149727431,0.046061847165705466,0.05598239396814714,0.06961772096624458,0.4042293874383473,0.3946556206523356,0.6053443793476648,0.09387267052602222,0.08558380050296466,0.07993473750705982,0.07206640784126633,0.03829516056389229,0.04495742291209684,0.04082412365437982,0.025637156648865567,0.026777751254977195,0.1251885736977682,0.07594486005972644,0.07855389210829952,0.05627411034238525,0.09400053112608231,0.4322486625974684,Sub-Saharan Africa
