regionwb24_hi,incomegroupwb24,group,group2,borrow_any_t_d,fin26a,fin17a_17a1_d,fin17a,fin22a_22a1_22g_d,fin22a,fin24aSD_ND,fin24aP,fin24aN,fin31a_31b,fin30,fin31a,fin31d,fin32_n33_34a,fin32_n33_acc,fin32,fin32_acc,fin34a,fin37_38,fin10,fing2p_acc,fing2p_fin,fing2p,save_any_t_d,account_t_d
Sub-Saharan Africa (excluding high income),Upper middle income,age_cat,ages 15-24,0.495889510096762,0.20123800864340496,0.256323047179415,0.178523750277248,0.09451721498069282,0.10411147904794499,0.457333500589034,0.890843303829193,0.1091566961708072,0.152892231591606,0.257974754529021,0.11191062023998599,0.07724238453488338,0.103906189437277,0.141617075987136,0.23185514773968602,0.164319391425136,0.126608504875277,0.10863055707497102,0.07592224060811387,0.09374167969927488,0.059849020737137104,0.130071471682865,0.482234349761108,0.497241570971929
Latin America & Caribbean (excluding high income),Upper middle income,age_cat,age 25+,0.58036552319708,0.404044344926905,0.226377189732683,0.206287354151618,0.424025794498467,0.419002409263562,0.434272115877802,0.901031011158788,0.1730763631025169,0.426545927572285,0.698263992419205,0.382943359203518,0.262682333292245,0.166534737972276,0.178307613533379,0.298299581008791,0.226488847833189,0.214025054166932,0.369193162834012,0.413324246769654,0.310928585772455,0.2861837861488639,0.409929609434267,0.405102934683445,0.851499687792139
Latin America & Caribbean (excluding high income),Upper middle income,age_cat,ages 15-24,0.614247336522327,0.508707465453979,0.354902253966519,0.309409528758998,0.371434177724281,0.364891548394369,0.515431820428149,0.984446211977569,0.07830578454015508,0.276176192663995,0.472304943557776,0.238190100560407,0.183022152913829,0.233064276599935,0.238472313723077,0.415356771107466,0.285343740630303,0.279935703507161,0.233694136504348,0.371073124245334,0.23490505111984,0.217693304748163,0.268684217431406,0.674193189171506,0.799177179518201
Europe & Central Asia (excluding high income),Upper middle income,age_cat,age 25+,0.459045198411948,0.302052390640827,0.224008476768794,0.224008476768794,0.26813286007538,0.26813286007538,0.665217371231087,0.845791815502792,0.1542081844972078,0.380145018256764,0.846355994308767,0.380145018256764,0.384909321787955,0.251976216569465,0.253816215514761,0.472558305223541,0.341216179921162,0.339376180975866,0.349092009453381,0.234324017161441,0.28221669196635,0.242913611271517,0.417526063840435,0.498234765592251,0.834495298050145
Europe & Central Asia (excluding high income),Upper middle income,age_cat,ages 15-24,0.645264888465127,0.427613388239398,0.29568188756656,0.29568188756656,0.222244642500086,0.222244642500086,0.848999462693824,0.986280251622964,0.013719748377036323,0.276960308704964,0.507966172742174,0.276960308704964,0.208380323616969,0.364825113070631,0.364825113070631,0.726598566708372,0.431133134696736,0.431133134696736,0.313086413554083,0.217741856893141,0.279050609736082,0.23774104995458,0.366184225975132,0.741671712063719,0.886183876621138
Sub-Saharan Africa (excluding high income),Low income,age_cat,age 25+,0.48357435505997,0.15359537058863826,0.162664041163529,0.16466090221695961,0.13711219417391945,0.12029658340143928,0.504534733588523,0.911829285557208,0.14708906366773244,0.18792822099371054,0.20280207894611801,0.09211091928505583,0.13185824020389555,0.04946968296932008,0.0948325092052221,0.133998883273814,0.12274264047934025,0.08398010330636932,0.12972545979564795,0.1191516664906232,0.09253737979571494,0.07133899639581065,0.11392688151372699,0.465414308384555,0.365589918422861
Sub-Saharan Africa (excluding high income),Low income,age_cat,ages 15-24,0.48399879216115,0.1313221844185562,0.152662620338709,0.11172678573857173,0.10862857482371815,0.108322334115518,0.515600398073287,0.906398603283961,0.16633389247485977,0.10800197013298177,0.18101747767500798,0.032820982287902145,0.12148885952761163,0.020078880842573005,0.03946660011407885,0.177080695317716,0.09301908860620317,0.035633109789282524,0.10004358112830475,0.06119375090665982,0.04569232711893312,0.03211886818519494,0.0960213894358547,0.507800955041101,0.352273781831221
East Asia & Pacific (excluding high income),Lower middle income,age_cat,age 25+,0.588122198131613,0.18570825444314834,0.19207487523122263,0.19207487610858592,0.336187471337016,0.336187471337016,0.564227683642713,0.91783670792466,0.21925987121009244,0.15245084522603,0.831223895685083,0.144438944287212,0.671920097471825,0.17201562495787762,0.16076266762537406,0.301372878046832,0.1715565598189655,0.1733010973451976,0.245587724289138,0.2005233866401906,0.1838232789225071,0.15196280990575287,0.263696546931456,0.326150174247495,0.351871166346335
East Asia & Pacific (excluding high income),Lower middle income,age_cat,ages 15-24,0.428717759239082,0.15376009818411707,0.15150452534663442,0.15150452534663442,0.221075490780265,0.221075490780265,0.663116691235635,0.984941916194275,0.08710115271719698,0.147232502211755,0.751194765497339,0.147232502211755,0.603962263285584,0.05990603120371582,0.07182124236297271,0.261206060747421,0.11816484678109448,0.11278343282762981,0.147368393235007,0.09230738545745648,0.15594256072953125,0.13952493076359124,0.160934082264974,0.309350598086421,0.276468824085517
Sub-Saharan Africa (excluding high income),Lower middle income,age_cat,age 25+,0.618370448777774,0.12108749944490399,0.223383043776289,0.2205522384423751,0.12004734283110702,0.12004494023501333,0.505189020898188,0.918297774133459,0.14424841475704053,0.09910821676672321,0.310052008548514,0.08528662430081302,0.195134083108171,0.09198424837324334,0.11389201914687111,0.230713160596909,0.12426405683080699,0.10245126875187047,0.13701620278960577,0.151904936338872,0.10385723933562177,0.11735395480715013,0.12102532553419623,0.59039009786097,0.53330801458836
Sub-Saharan Africa (excluding high income),Lower middle income,age_cat,ages 15-24,0.525220222200874,0.106213831764472,0.255505719015615,0.15476194166043133,0.105596213490007,0.09580563917331675,0.473005939164805,0.890702457249463,0.12773817485142402,0.11669177841977002,0.227737798431411,0.07097191911958972,0.10042395704779702,0.08109077940445714,0.10507519513380877,0.241231315718412,0.11896568775705102,0.09556216723011224,0.10299136138207615,0.05582361351454848,0.10936942969902996,0.07991263264687931,0.11359326405200168,0.590004527767441,0.485632238809364
High income,High income,age_cat,age 25+,0.859269148735869,0.755362401363075,0.630324840930976,0.630324840930976,0.815536227504359,0.815536227504359,0.813888064952708,0.939027425846309,0.16553202378914506,0.699446298855824,0.792871435281123,0.699446298855824,0.09617070396553479,0.344015212539194,0.346416410468244,0.567788640783624,0.515413226873672,0.513012028944622,0.501739329720271,0.835825449752239,0.570547985066115,0.564613288632534,0.619245298210836,0.763970741502698,0.995803311728827
High income,High income,age_cat,ages 15-24,0.874662725161652,0.751938975405821,0.6981234802146761,0.698123480214676,0.7731759084915759,0.7731759084915759,0.829602514863556,1.0,0.16458096029644792,0.301936589676278,0.352666547852154,0.301936589676278,0.0770361233821536,0.603590847648695,0.623003393614788,0.870016027054586,0.8217120455908971,0.782886953658712,0.3943573084061,0.770581027711712,0.45221415464972103,0.414181851820653,0.501694653995553,0.899349312889349,1.0
Sub-Saharan Africa (excluding high income),Low income,age_cat,age 25+,0.562934470930078,0.14036884151115347,0.1809467533327434,0.1809467533327434,0.13955215203317084,0.11494311825299497,0.357196225809711,0.8389368174163,0.1610631825837004,0.14029569842489417,0.11638720076722398,0.10202809860662088,0.12242940185144047,0.038262399341296466,0.098453463867065,0.160013352257632,0.10944536364220492,0.08378997453599207,0.142531875483066,0.09419443185498941,0.10950231399649205,0.0762791251899177,0.155964642223565,0.39854884402128,0.264806378959411
Sub-Saharan Africa (excluding high income),Low income,age_cat,ages 15-24,0.54256588415348,0.1123314211248381,0.08526282804297519,0.08526282804297519,0.09750105131529169,0.07367630578226325,0.280778622636287,0.736269222781769,0.2637307772182308,0.0753026726976333,0.07395016294281542,0.0361273001708135,0.104585626833342,0.01799528348755755,0.0359441121303789,0.16096148482582,0.0716735969155145,0.03414513960324311,0.113979741128928,0.058736540680164456,0.05330031145037639,0.03722845283871587,0.133555294753031,0.358212790246944,0.189175152475201
High income,High income,age_cat,age 25+,0.44976153365801,0.495460362928169,0.294193354417837,0.294193354417837,0.263730402279368,0.263730402279368,0.567374438470813,0.832492337317343,0.1675076626826566,0.381053158578722,0.735556105443567,0.381053158578722,0.288209381111344,0.310010227006964,0.320799679967252,0.467900871773377,0.387989509292918,0.377200056332629,0.6434853214169252,0.270488199433887,0.539354106199087,0.509641475524511,0.6646369762536,0.560345690720246,0.864133467418013
High income,High income,age_cat,ages 15-24,0.378821331531745,0.606173978170666,0.386242789695574,0.386242789695574,0.143169200839085,0.143169200839085,0.602105529855587,0.942410080460201,0.05758991953979892,0.254932903504443,0.378131414919671,0.254932903504443,0.056942745647831805,0.40932374100901,0.437043114855937,0.542546553160407,0.488919651670228,0.4612002778233,0.456919779803685,0.117425826336479,0.374502831006764,0.367265854518575,0.475579218357811,0.673873845529946,0.899996906203543
East Asia & Pacific (excluding high income),Upper middle income,age_cat,age 25+,0.580881569695451,0.586409014256656,0.450526990736695,0.450526990736695,0.414235772787802,0.414235772787802,0.82679216138793,0.916919928084312,0.2959994751114481,0.234355953100383,0.60085674059111,0.234355953100383,0.36630262610702924,0.20523770121556226,0.22282136224517313,0.447317651940932,0.356499681721825,0.348497172716101,0.142547593715814,0.406867354335812,0.10140692280521402,0.09603502261954272,0.142547593715814,0.610141480754896,0.887520908835361
East Asia & Pacific (excluding high income),Upper middle income,age_cat,ages 15-24,0.424432711909203,0.678462399739365,0.426871672162602,0.426871672162602,0.266530289528976,0.266530289528976,0.895971673637436,0.966566854450609,0.19048644149039332,0.170778213981621,0.398746686183205,0.170778213981621,0.23562371532930265,0.23034105063896623,0.2239439543896449,0.440065495210579,0.381227296443892,0.379871552823984,0.188471910826304,0.226330113805678,0.14643976464250197,0.143035439123433,0.188471910826304,0.595273538742825,0.884684252410524
Latin America & Caribbean (excluding high income),Upper middle income,age_cat,age 25+,0.490284406098171,0.189891229897577,0.124448944061258,0.10991224358132501,0.204965445007149,0.198977244507259,0.436221305826897,0.904414153850544,0.1423292732672564,0.252245529930541,0.596732943040434,0.224791764417409,0.321417067604041,0.11946944871012799,0.12831207268472,0.288200054460393,0.166528246711627,0.157685622737036,0.215907192430593,0.150828973524084,0.18359955266254196,0.163680697678703,0.259334314509358,0.29739801656200593,0.62582308185314
Latin America & Caribbean (excluding high income),Upper middle income,age_cat,ages 15-24,0.455506785640205,0.196348918648987,0.169971350616103,0.127602861002799,0.139169789258599,0.119983992081168,0.450212010199833,0.980046037157603,0.10522426933483844,0.15800322414702,0.406161690720375,0.126404176147341,0.238183354923772,0.0979978830903257,0.128640438616219,0.275119462927232,0.173597613842654,0.134076393916295,0.236628194894228,0.06828662832109861,0.159968348074328,0.10335623244846298,0.278840512220481,0.392170221189778,0.500012093797922
Sub-Saharan Africa (excluding high income),Lower middle income,age_cat,age 25+,0.438252386055152,0.19948977954054614,0.169177626830805,0.139567545133992,0.14350467506623527,0.15860125913746423,0.503911073146544,0.854599577300967,0.145400422699033,0.2277544783363091,0.529548538552744,0.1246386744854727,0.396225057767831,0.11915653508360678,0.10975593543420056,0.172954370362158,0.16815736635486403,0.11598020866449282,0.18300385879772904,0.14043709370427257,0.13205198846319896,0.12439698504294916,0.17544391006171534,0.432573498103397,0.405563290645759
Sub-Saharan Africa (excluding high income),Lower middle income,age_cat,ages 15-24,0.372694714621611,0.14147023664355848,0.0774370624959394,0.05708345675163362,0.10444011644532206,0.08399362230817867,0.415751463276459,0.91354230502841,0.08645769497158978,0.14623854243608264,0.263941644935744,0.08068049212673534,0.176939274157116,0.027292326033115433,0.05009214982830473,0.136906485787507,0.06733837230861772,0.04343492804081778,0.09353133363710167,0.07964366327877881,0.05601821798168913,0.037008486437150406,0.09742778358198528,0.360005229530364,0.218975381899181
Sub-Saharan Africa (excluding high income),Low income,age_cat,age 25+,0.570242905949501,0.15246889462616378,0.137832486359644,0.16236359632942443,0.14108731568066923,0.11658376829112971,0.449537834006239,0.890302843741171,0.10969715625882934,0.18147531204855458,0.211254108912725,0.09598982042187776,0.15746633629844,0.04622414114427151,0.09261316771696637,0.150559987890258,0.10958400112651129,0.08042526378484852,0.12483784233098635,0.11613674063722831,0.09430014430812683,0.0701219487060685,0.12648114568850644,0.382635359469894,0.287052811499108
Sub-Saharan Africa (excluding high income),Low income,age_cat,ages 15-24,0.41716958954935,0.09794703441429317,0.120902337390657,0.09917480376126475,0.09377744755003076,0.07845267454449467,0.428870222583971,0.904823843430622,0.095176156569378,0.06964401955550961,0.08643062179142919,0.03238442175706763,0.044182368025339924,0.01393617338214831,0.0317252502001531,0.11845045599674803,0.07344093086349165,0.029701823593854815,0.08420735954525305,0.06225516781763468,0.04497920283243853,0.032494350999598215,0.08824427904338544,0.333274374452512,0.254022040097152
Sub-Saharan Africa (excluding high income),Lower middle income,age_cat,age 25+,0.411354344075911,0.1748669339617707,0.175078847872306,0.18323527288035685,0.100827047409424,0.11052641440937083,0.40333859963139,0.789560283442544,0.2104397165574566,0.15694436112791227,0.20869275826184197,0.11801130214957944,0.133631282301785,0.08702837654396467,0.12569095337186934,0.121395161727895,0.11082026432846145,0.12711201041829817,0.11130282015723836,0.15357408925755195,0.15689244894397264,0.1304492781462972,0.109014620024427,0.429326102765406,0.476979715899827
Sub-Saharan Africa (excluding high income),Lower middle income,age_cat,ages 15-24,0.426482528289,0.15622859960179336,0.27049784913823,0.17133723133853007,0.09854199229159072,0.08697537106836489,0.455144716781775,0.821301291904403,0.1786987080955975,0.1171711451633517,0.12956426131098497,0.07147868742347249,0.06597831591330017,0.06739534320417376,0.09899638857477508,0.11439893189350603,0.10899402990451423,0.09125819955098236,0.12500999978675034,0.08291477204570369,0.1310079022061647,0.10182757930866435,0.134613449143032,0.518401114208581,0.458190752362876
Latin America & Caribbean (excluding high income),Upper middle income,age_cat,age 25+,0.374499514310156,0.29709721125755,0.208025375507437,0.208025375507437,0.196265840804508,0.196265840804508,0.431477491887921,0.843312416613304,0.1566875833866957,0.215598434871376,0.578947033890022,0.215598434871376,0.278580284350762,0.154917587047818,0.162958092145716,0.307362706067648,0.212900832908121,0.204543734805831,0.163173979912472,0.155147375311665,0.165622917526007,0.157161535628613,0.209621053496664,0.422358972420151,0.656660833361197
Latin America & Caribbean (excluding high income),Upper middle income,age_cat,ages 15-24,0.388477421609292,0.417991244430812,0.250261233047585,0.250261233047585,0.108955567178014,0.108955567178014,0.596569668543405,0.937642028331797,0.06235797166820273,0.22973427202383,0.465604600104225,0.22973427202383,0.170398242796801,0.170636500210822,0.176690552388967,0.353935864821601,0.204719347050198,0.198665294872052,0.179599501665471,0.0988422144438944,0.16756487121777003,0.148230766910726,0.201796154660738,0.627619451981919,0.770397396598329
Sub-Saharan Africa (excluding high income),Lower middle income,age_cat,age 25+,0.468063825524872,0.227112948049234,0.199105529580632,0.19713102994670867,0.11961970629605215,0.12458960871937066,0.492582062200079,0.869279410350078,0.13072058964992167,0.176244248216224,0.289997430243634,0.11534687611010802,0.19755813859951052,0.09420381194003219,0.1269040367577677,0.137547598980424,0.13251922093733118,0.11750743052928236,0.11656564398181146,0.16844596386311278,0.1257718504068318,0.1272838246321124,0.1279417364489983,0.413242985599232,0.558792240400492
Sub-Saharan Africa (excluding high income),Lower middle income,age_cat,ages 15-24,0.448140214070533,0.114178163863529,0.187574395489302,0.16063264520731874,0.09435020741077504,0.09175007874626143,0.487404973904934,0.882070731588986,0.11792926841101431,0.0733820574368336,0.13169420311443802,0.06360923207968652,0.10008932834609596,0.05816578701876546,0.08118802214280343,0.160305459763722,0.09735822058422305,0.07955776606113271,0.09065665258458802,0.0862469294702011,0.09207091550182575,0.07060925108610888,0.1012002075808488,0.458734028336065,0.399800899602096
High income,High income,age_cat,age 25+,0.473980035095565,0.45940772692747,0.250534786720436,0.250534786720436,0.355887815892659,0.355887815892659,0.611458991799716,0.80377032097901,0.1962296790209905,0.430424145760218,0.798674028544702,0.430424145760218,0.25977682515373,0.389620366985224,0.391124312023414,0.542271101585035,0.511454859823831,0.50995091478564,0.405955703060031,0.384223214741935,0.459445833723445,0.457375794835833,0.509979814394402,0.468908809921097,0.941140961930897
High income,High income,age_cat,ages 15-24,0.405010434018373,0.231027980634426,0.264689973458796,0.264689973458796,0.156472652415981,0.156472652415981,0.633866777995773,0.758029591512925,0.241970408487075,0.100528343603628,0.227100267267972,0.100528343603628,0.04508753986630748,0.337634869446263,0.337634869446263,0.383384165822551,0.369917325421713,0.369917325421713,0.138936430901572,0.175754087347055,0.168770527313763,0.168770527313763,0.168770527313763,0.632039800741466,0.761132139587452
High income,High income,age_cat,age 25+,0.477150583550135,0.503207963901393,0.253632738446217,0.253632738446217,0.316427489779396,0.316427489779396,0.641775886811493,0.905708499088343,0.2391541134911321,0.424771858251794,0.735471214992104,0.424771858251794,0.186661894121636,0.351198082226925,0.356501143935186,0.549767629767695,0.457306787002185,0.447527840907901,0.427962344164563,0.332224581129189,0.432552378793264,0.415430732395335,0.506065863302788,0.39869967748207,0.952147285930839
High income,High income,age_cat,ages 15-24,0.546369213489769,0.458738896891969,0.406883568586106,0.406883568586106,0.294024095591987,0.294024095591987,0.704248579781489,1.0,0.192878295245699,0.142461672143821,0.229949051213233,0.142461672143821,0.02880346181673249,0.205639343125255,0.205639343125255,0.471618351519441,0.291179414998481,0.291179414998481,0.309449566834557,0.290507775636235,0.293392411429448,0.275473336090427,0.35473321364745,0.693864871030458,0.835378413796007
High income,High income,age_cat,age 25+,0.408733843674762,0.742634087833423,0.606698969800322,0.606698969800322,0.333191097454927,0.333191097454927,0.830276931688543,0.960524596004977,0.1972542162954292,0.739373242833061,0.849684941084469,0.739373242833061,0.11907275388668637,0.352394076504146,0.352394076504146,0.577321059177147,0.547097616425201,0.542096278260908,0.326656231121598,0.313174798808613,0.450747902865352,0.445746564701059,0.485268763549929,0.81867291809978,0.947848166368477
High income,High income,age_cat,ages 15-24,0.476797463501938,0.396651448811479,0.523853932746498,0.523853932746498,0.148842701659173,0.148842701659173,0.952434932637727,0.995851213796474,0.23954429280792305,0.142295315870185,0.18799436239566103,0.142295315870185,0.0645585448502764,0.351172836036324,0.351172836036324,0.43388366342326,0.40570010169184,0.40570010169184,0.320514963392136,0.177583555435637,0.189936663986258,0.166385065802323,0.351842095129032,0.813975512943074,0.961890541966295
High income,High income,age_cat,age 25+,0.617056657720195,0.8653640017727251,0.681131989534861,0.6811319895348609,0.55114193240342,0.55114193240342,0.907203014812992,0.993666366258781,0.11301999289405149,0.797882550287642,0.860688218696657,0.797882550287642,0.046818025220492,0.478480901333828,0.48078183490140103,0.672687051564925,0.665915929078819,0.661997852017987,0.49218255233672603,0.611099340692555,0.542498424368738,0.53558390474129,0.597370489659061,0.855223268250177,1.0
High income,High income,age_cat,ages 15-24,0.66874352969838,0.658078744367581,0.630765317801976,0.630765317801976,0.430988033657141,0.430988033657141,0.807134855862502,0.971431602396667,0.2691980817487074,0.298972847983876,0.341984746519432,0.298972847983876,0.07548804802108927,0.5511297061146351,0.563298540397716,0.736193376896344,0.7186397701738301,0.704562821173222,0.4654601406993021,0.450580364328582,0.406601696878141,0.397194457726313,0.502303561045746,0.796691784118239,1.0
Latin America & Caribbean (excluding high income),Upper middle income,age_cat,age 25+,0.46575240746624,0.20279496131949515,0.145628381541831,0.136105303556398,0.246144633114585,0.243679658370635,0.463390661414284,0.869880787995394,0.1301192120046059,0.20913666562651212,0.556636040072521,0.18309247105229157,0.396357559961834,0.12232531049666674,0.13375028436321618,0.300475725129865,0.16678605595968,0.158229368316608,0.207818733339299,0.125806188307712,0.18596233381544103,0.11959976371213099,0.274903617480826,0.35728941381091,0.576893692059442
Latin America & Caribbean (excluding high income),Upper middle income,age_cat,ages 15-24,0.40427963356161,0.18321942006404054,0.0870662763838328,0.08706627638383282,0.130719005189574,0.130719005189574,0.568011367072839,0.910110118636427,0.0898898813635729,0.13035727194060667,0.203130166569977,0.10974403852941197,0.150991504251721,0.105650734877202,0.1291966808933955,0.23336679622747,0.09664493398787372,0.0895643785538145,0.10892848139908598,0.04558429994621979,0.09892817395849068,0.060578890087388204,0.142425901129344,0.431582798146242,0.311634165808082
Latin America & Caribbean (excluding high income),Upper middle income,age_cat,age 25+,0.488593420265792,0.170184751860946,0.11612929078992701,0.11612929078992701,0.275346747938538,0.275346747938538,0.527129277955537,0.90317562886678,0.14558415610539077,0.250511976104353,0.654343084127355,0.250511976104353,0.366801025302844,0.12005817124024853,0.13111237046034957,0.258924694421818,0.142367169069207,0.142367169069207,0.11844046700417299,0.176519721477029,0.18455109365433803,0.16552164653821294,0.174156244627223,0.31555045505077495,0.678730040697777
Latin America & Caribbean (excluding high income),Upper middle income,age_cat,ages 15-24,0.42519072143032,0.158516469241361,0.169670322877141,0.169670322877141,0.119947064101808,0.119947064101808,0.590361131865292,0.972201878979835,0.09842845042705486,0.144049421234075,0.46094134414326,0.144049421234075,0.254212769328498,0.1049264637134473,0.12413021149409999,0.256981348218027,0.06690394333768643,0.06690394333768637,0.07237505816361262,0.07379510806132261,0.0939714728570458,0.0803459754721525,0.10197065374514702,0.577463629995565,0.545411314465135
Middle East & North Africa (excluding high income),Lower middle income,age_cat,age 25+,0.505316547165307,0.18533041145852247,0.191349990587302,0.191349990587302,0.16485673792138617,0.18833514577042884,0.455163049153579,0.900267395607639,0.0997326043923609,0.1572501466877404,0.668267920015239,0.13562458468991095,0.664410602693559,0.11223839304452085,0.12206419502215192,0.267534256852777,0.1588979731306399,0.16200243690884275,0.173830488804346,0.236896181463561,0.166594490529306,0.15733406077524598,0.223047481799993,0.239735443147219,0.337872694164269
Middle East & North Africa (excluding high income),Lower middle income,age_cat,ages 15-24,0.350257149902392,0.08038324031692576,0.157160948221248,0.157160948221248,0.10333039616516732,0.10612424721729655,0.348316948144416,0.887323007972405,0.11267699202759515,0.17161194693009624,0.285198048485099,0.12719391218178328,0.285198048485099,0.049095283128937406,0.06067617521546945,0.179411433610695,0.05999139161945069,0.05908145167970816,0.03945141160432919,0.16756854956659106,0.022299691321624987,0.022299691321625015,0.048700055785597496,0.11888550810440596,0.0973741687265546
Latin America & Caribbean (excluding high income),Lower middle income,age_cat,age 25+,0.304391699495234,0.17159352006716752,0.19412222127775125,0.19412222106557916,0.130187627710324,0.12881260406666,0.415563208456364,0.743563832919472,0.2564361670805277,0.16611003459547893,0.677215282496354,0.14319246923262982,0.583339437825909,0.11737372401352776,0.12636028061085738,0.217317248951556,0.15184750459516086,0.15237280929358799,0.286298578967328,0.19121413409041,0.143446345098237,0.15167928645103507,0.30887550781005,0.324985318228544,0.371029216284195
Latin America & Caribbean (excluding high income),Lower middle income,age_cat,ages 15-24,0.277171228734735,0.20437953590270252,0.093543328174239,0.093543328174239,0.027935405056531415,0.027935405056531415,0.5705663008028,0.91561668272377,0.08438331727623022,0.1474757674688459,0.364484208583235,0.12347671105384433,0.242105934758747,0.12429362855122401,0.13511774513761693,0.22613827114908802,0.12070453656637012,0.10662635709682228,0.18489568630167,0.11754027566042344,0.124105787415006,0.10006626099516838,0.233995064848437,0.578762706463909,0.316502081709564
High income,High income,age_cat,age 25+,0.462867887397573,0.8859275831031501,0.628862185980528,0.628862185980528,0.352552702147346,0.352552702147346,0.857524037355355,0.945113342925833,0.17170459029862004,0.788531233320055,0.811337434413665,0.788531233320055,0.013056751416851087,0.578551164957135,0.581809507775291,0.728328248342127,0.719932142565123,0.7161139584517839,0.522283987374967,0.382931922599596,0.576146225138515,0.558809974900425,0.592762814153081,0.772254415440829,0.992922456794015
High income,High income,age_cat,ages 15-24,0.508268362189071,0.612765065910737,0.53576780153262,0.53576780153262,0.216901129327883,0.216901129327883,0.918587707276572,0.971565793730398,0.20041456272140332,0.283330365065957,0.326271535971623,0.283330365065957,0.06296566590559538,0.446144150636493,0.446144150636493,0.563005028414157,0.541121645319597,0.541121645319597,0.45222538781141,0.0948943422715304,0.486105081357821,0.447515838702013,0.504096405081576,0.817869623515144,1.0
Sub-Saharan Africa (excluding high income),Lower middle income,age_cat,age 25+,0.822210874268464,0.481080717437389,0.371230478785465,0.163502668125726,0.375498006555231,0.1515006481831382,0.294287475373337,0.749048080640235,0.2509519193597649,0.431509343995424,0.517181786328418,0.12258412707572569,0.16019356635198034,0.10948889225746603,0.166462443631339,0.287996902588542,0.22884345319813,0.16252622846216197,0.222439666200005,0.12506659147108584,0.191523420241422,0.10695560246931049,0.282557910874811,0.624862920516228,0.737458226727739
Sub-Saharan Africa (excluding high income),Lower middle income,age_cat,ages 15-24,0.653692953093251,0.21276911881668703,0.238845177216667,0.0777267228947964,0.202099299596746,0.10370654176010433,0.241992971937871,0.737748060998429,0.2622519390015709,0.190293679991755,0.22651176668365702,0.08236739626453488,0.1171352490770067,0.06839900168339905,0.0732171725919607,0.178829845877715,0.101793704690189,0.055347746118199315,0.221014534402339,0.08201177164547288,0.108749880883547,0.08534825256157921,0.259980327117689,0.472752671210871,0.46597909860646
Sub-Saharan Africa (excluding high income),Low income,age_cat,age 25+,0.389140802416576,0.1658633382505976,0.227838567911606,0.226868100135718,0.1297258559453231,0.12003284785840887,0.343523676582184,0.865243885930872,0.1347561140691275,0.19023169622794503,0.35224181414675,0.09702435145678773,0.294143479625931,0.06527362653203542,0.08534435452202116,0.105829076623278,0.12660603934898415,0.08773516261937503,0.12202810671817757,0.10291713283311515,0.08347401377785063,0.08130246561760487,0.132290787362582,0.552379466351337,0.463206029551306
Sub-Saharan Africa (excluding high income),Low income,age_cat,ages 15-24,0.388639082910117,0.1289535529413227,0.231895664692371,0.22556321292718,0.09960143203769997,0.07891959377390717,0.439852152900875,0.886594418924058,0.11340558107594131,0.11047787388664071,0.19617320364928303,0.048289389083371104,0.12274697386434599,0.03367569102103268,0.046806100382004195,0.11867187047660602,0.08506625237415683,0.05637796921012159,0.08827230634856106,0.0415228019528788,0.059261982691808435,0.048446993772040564,0.055971845625367805,0.484551566440656,0.46824519705748
High income,High income,age_cat,age 25+,0.643246717259532,0.9196551030761051,0.6539609607250612,0.653960960725061,0.580665478358254,0.580665478358254,0.922284933394532,0.983171489651152,0.154563011835293,0.871315076573095,0.897412910980736,0.871315076573095,0.049174716038302924,0.383442942913501,0.38674178555805994,0.61240307054106,0.604302211420938,0.601003368776379,0.555285856660745,0.7426003619464949,0.53837806870328,0.534541444968879,0.660255299951722,0.772872712515641,1.0
High income,High income,age_cat,ages 15-24,0.352894584117883,0.655504127344499,0.401796018871151,0.401796018871151,0.1976690203854,0.1976690203854,0.703972859373728,0.935001256061121,0.191667100257114,0.28610174665072,0.292422206714899,0.28610174665072,0.06045377543391284,0.56758994379283,0.56758994379283,0.83164071247775,0.7614932011204019,0.761493201120402,0.691423108235593,0.06887414979982809,0.572359402664092,0.528047597253822,0.722959331683255,0.69642038365492,0.964694293202072
High income,High income,age_cat,age 25+,0.527261916164843,0.440079307389437,0.547278941346431,0.547278941346431,0.448177749943794,0.448177749943794,0.784322511987394,0.916056336787117,0.16841397035018188,0.776427825058569,0.87902569011562,0.776427825058569,0.12450030309446586,0.263688334938654,0.264112207491139,0.372545131320601,0.342939802768125,0.342515930215641,0.340881729913535,0.383743825654005,0.277336895704682,0.276637991870623,0.390749240337216,0.736747625107139,0.992447556020059
High income,High income,age_cat,ages 15-24,0.515275551195938,0.412342992754479,0.46396725919114,0.46396725919114,0.411238042603651,0.411238042603651,0.782292769199507,0.952945458409665,0.19795775517177588,0.692626678969471,0.756906369183523,0.692626678969471,0.0988522210228723,0.425589126552247,0.425589126552247,0.575657121959758,0.568067377422352,0.568067377422352,0.4368820872628091,0.496290899837739,0.370109752505377,0.370109752505377,0.49971561394141895,0.675201301250838,0.992410255462594
Sub-Saharan Africa (excluding high income),Upper middle income,age_cat,age 25+,0.620947999184524,0.428454431572468,0.284061601661695,0.126713578276647,0.141575635304577,0.12558393425812953,0.498201281576727,0.920862491514198,0.14867404051877064,0.330993788997307,0.476608600593537,0.11617400488726978,0.1390973897750028,0.0952355558787531,0.130358779684353,0.391486388424339,0.1996825464673,0.15113465841605,0.13843242745725218,0.11618391357745733,0.09897020933569844,0.10258757405509755,0.156319223497171,0.613938331553766,0.650604139816042
