regionwb24_hi,incomegroupwb24,group,group2,borrow_any_t_d,fin26a,fin17a_17a1_d,fin17a,fin22a_22a1_22g_d,fin22a,fin24aSD_ND,fin24aP,fin24aN,fin31a_31b,fin30,fin31a,fin31d,fin32_n33_34a,fin32_n33_acc,fin32,fin32_acc,fin34a,fin37_38,fin10,fing2p_acc,fing2p_fin,fing2p,save_any_t_d,account_t_d
Middle East & North Africa (excluding high income),Upper middle income,gender,men,0.485742623080873,0.19971581849098868,0.129468907964077,0.129468907964077,0.207626382177412,0.207626382177412,0.6251749429705791,0.702381038984481,0.2976189610155194,0.1919227934718388,0.533571854382431,0.16823255156899805,0.466592624643799,0.1572898744915272,0.14823745676935018,0.374760397338963,0.160652112923491,0.159437740778455,0.231180617956871,0.1707547785618726,0.280641318872824,0.274438462150814,0.322247583425605,0.469873627292859,0.562812776280982
Middle East & North Africa (excluding high income),Upper middle income,gender,women,0.466434391975092,0.1489686712943341,0.06839993581942772,0.06839993581942772,0.143950403537204,0.143950403537204,0.469665866564989,0.609426784335377,0.390573215664623,0.13485123685052594,0.251759796119141,0.11271251298060658,0.22664468372296603,0.08047172005420447,0.0836934660812412,0.103963238266225,0.0501704074184241,0.0501704074184241,0.151353898641239,0.09847625957468936,0.135986760747272,0.132318507731346,0.173644213588691,0.43078608202286,0.266133895846271
Europe & Central Asia (excluding high income),Upper middle income,gender,men,0.477708093545594,0.21590114919183,0.154233509355603,0.154233509355603,0.300466910357812,0.300466910357812,0.6832611128656482,0.477098063569553,0.522901936430447,0.164988957518752,0.540575303909059,0.164988957518752,0.34151906220705,0.171829125817408,0.203070181171281,0.524505485404671,0.311203197254625,0.28344157005498,0.158813546183868,0.224422323717386,0.213262664692097,0.199298000564688,0.286081869842221,0.393895818609376,0.568952602136394
Europe & Central Asia (excluding high income),Upper middle income,gender,women,0.43661313827761,0.212035801360968,0.125004161591573,0.125004161591573,0.265735257551144,0.265735257551144,0.5851162585831947,0.40419046125523,0.5958095387447699,0.241092034463727,0.727029452501617,0.241092034463727,0.43697585080582,0.113216772912332,0.137835198823703,0.374155512284946,0.252040425351494,0.230081635824995,0.289375260660331,0.177833197747908,0.317222243446302,0.297282395724629,0.375908807169356,0.327432913203395,0.602865501991765
Sub-Saharan Africa (excluding high income),Lower middle income,gender,men,0.673690730092226,0.298550781658763,0.360333772702211,0.360333772702211,0.252785047345914,0.252785047345914,0.3830031869681878,0.610071772459507,0.389928227540493,0.45167465435213,0.484552439021683,0.164656118995606,0.1884926546918532,0.17564473299671257,0.240038028812555,0.470025298351838,0.327203593127728,0.217958913721944,0.177463799222539,0.15868036610320208,0.171710330396851,0.14737031061264,0.219739508791216,0.765606872472166,0.858360953098291
Sub-Saharan Africa (excluding high income),Lower middle income,gender,women,0.616920855885002,0.178316725634438,0.18504714909551,0.18504714909551,0.138309781610911,0.138309781610911,0.2786979999086724,0.422458428235842,0.5775415717641582,0.325992649108836,0.421306004200398,0.08680773982382511,0.1940822185388137,0.10349212963019228,0.110994478774643,0.261185740451121,0.171188232007143,0.117592060673154,0.121230660864249,0.1273150699610679,0.125329754337749,0.09236110950936971,0.169690407184992,0.647412317221374,0.777463652423197
High income,High income,gender,men,0.714730022312864,0.649176902403114,0.510517267503803,0.510517267503803,0.601326093065216,0.601326093065216,0.8326841742800235,0.773626878075363,0.2263731219246366,0.653686517697232,0.767063275977464,0.653686517697232,0.15664266350664702,0.479973046442464,0.48086157322299705,0.557161532506347,0.530805765391212,0.530805765391212,0.359054284584622,0.598656067752721,0.315112687365621,0.294720343261106,0.389103391028765,0.649824255212574,0.95017897318399
High income,High income,gender,women,0.737691770483978,0.635099340414076,0.595302352150915,0.595302352150915,0.661625588773013,0.661625588773013,0.7653467807767349,0.803552170290575,0.1964478297094249,0.677080418974873,0.758064408440373,0.677080418974873,0.13002232534029143,0.358246188432858,0.359909069252167,0.484696364124492,0.445333882053481,0.444396641277849,0.28588601781519,0.674301092754195,0.278140253146359,0.26821511285268,0.361297850246494,0.726601983363128,0.946853096976853
Europe & Central Asia (excluding high income),Upper middle income,gender,men,0.481684863577921,0.23712885172285383,0.10022701466540201,0.10022701466540201,0.190324997640738,0.190324997640738,0.7105926550336725,0.842214404806448,0.1577855951935519,0.2477686109082287,0.639225321437654,0.21923364269086498,0.49406762277989,0.17128797457550235,0.19090237252214273,0.349116258769028,0.168102485519068,0.158534936957452,0.216426087270509,0.14124893659292903,0.242309226450647,0.2334310509333,0.276448443750182,0.460935046618316,0.611476529798355
Europe & Central Asia (excluding high income),Upper middle income,gender,women,0.404105538989587,0.16728083894864001,0.11552737576466363,0.11552738460806361,0.104822931035364,0.104822931035364,0.5038617030037954,0.671203895920589,0.3287961040794105,0.19348915872641734,0.407870316040379,0.17111769644289956,0.344000394318606,0.12197655625454748,0.1281820860597211,0.08722962265032963,0.0590557479138509,0.055867552826143224,0.17822692679885,0.0674424414061584,0.15812297728731,0.155114853582267,0.202805773014854,0.328394693355216,0.437180698911791
High income,High income,gender,men,0.479540555615389,0.326686435806492,0.293859303951016,0.293859303951016,0.300456630778105,0.300456630778105,0.597910418680715,0.447824615408143,0.5521753845918568,0.37021460323576694,0.251366934631536,0.3654985966655972,0.157243759038039,0.447284841900755,0.454001099209076,0.7400122887015821,0.593588547740346,0.590390448784725,0.07746602780040521,0.245769093145505,0.200793267050737,0.198621508530093,0.20972426853545,0.490851071835996,0.833065231068536
High income,High income,gender,women,0.426629166416462,0.325140772653139,0.215035577389833,0.215035577389833,0.255180619872577,0.255180619872577,0.5985007602448552,0.434831154184414,0.5651688458155857,0.19183627052869912,0.133133008560409,0.18128437125486796,0.09664263210821361,0.163500775459288,0.163500775459288,0.362550402400053,0.326675096050557,0.326675096050557,0.178585057241729,0.180487383036162,0.314067204423008,0.314067204423008,0.330597099541594,0.434244644359541,0.734630112741805
Europe & Central Asia (excluding high income),Lower middle income,gender,men,0.331699743439343,0.1497026292050182,0.16426808165520262,0.16268631134695427,0.102355286116533,0.102355286116533,0.6544372674910769,0.778897648012971,0.2211023519870295,0.180498847984486,0.809480948333909,0.174043603885205,0.571498089620626,0.16827694885135822,0.1940441824649822,0.372243414390969,0.132390645153075,0.16944585274803609,0.149202105983633,0.21088584535429586,0.11354978286859502,0.09826161418717538,0.217012186912074,0.22755743481658997,0.411680547058167
Europe & Central Asia (excluding high income),Lower middle income,gender,women,0.313096542821106,0.15495786019545094,0.1688046902480858,0.1688046902480858,0.10197768782807498,0.10197768782807498,0.5297697480547843,0.661955739750593,0.3380442602494069,0.181999846727562,0.801349992225802,0.181427530635709,0.573471205088175,0.1579437101724797,0.16364126736057444,0.240211468010261,0.104179620498739,0.15059025297139156,0.265156982330676,0.179452221861162,0.154233618775966,0.130840806254696,0.320078500946832,0.24542964591892702,0.38854997652462
East Asia & Pacific (excluding high income),Lower middle income,gender,men,0.435859853971883,0.23542608794152028,0.168699567116801,0.168699567116801,0.1856754584205283,0.1856754584205283,0.5948209486934881,0.568308717743798,0.4316912822562022,0.18122471633697007,0.514945206685365,0.17530520126578547,0.503725718124663,0.2160451391233537,0.23405804173444525,0.323548438482518,0.19704918732886326,0.22869561845439965,0.21762542351377445,0.22799390412962756,0.19682540111453473,0.20188299739336205,0.24178057151250149,0.600389232278879,0.261158832832746
East Asia & Pacific (excluding high income),Lower middle income,gender,women,0.411875285551802,0.18688217665080417,0.191275486821763,0.191275486821763,0.18380343553721284,0.18380343553721284,0.5250251264367528,0.48472611751567896,0.5152738824843214,0.14852904142146425,0.689315472426717,0.13838866790682386,0.663276523328294,0.1505628315759297,0.1800901772218776,0.216017872875341,0.14901303955016293,0.14536625628674443,0.23247378408115907,0.17095296195877868,0.189756809576123,0.20323722119667992,0.23669359425843206,0.602684462540751,0.318742041052154
High income,High income,gender,men,0.388046929384285,0.570478696335015,0.284722922398403,0.284722922398403,0.188307707193721,0.188307707193721,0.650565071630208,0.553891731131185,0.4461082688688147,0.540845777068742,0.64926840535703,0.540845777068742,0.08949473599510663,0.356652645310427,0.360222781675045,0.601414619586039,0.56999287887898,0.566422742514363,0.509327710137599,0.15896870373494204,0.596085152146284,0.581433400594458,0.645781174750954,0.551879978610317,0.940785163694403
High income,High income,gender,women,0.360527036397146,0.591094739877702,0.267440033388787,0.267440033388787,0.191242097440447,0.191242097440447,0.6418287404249695,0.551319940891452,0.4486800591085488,0.603071370191793,0.750247806478761,0.603071370191793,0.125295796872557,0.288079509261921,0.299670448550585,0.551338636066936,0.536297717957594,0.522790711342246,0.6344249541773099,0.172791206554656,0.680876216416602,0.655778192763537,0.736421769699629,0.526973762333122,0.925424426411004
Middle East & North Africa (excluding high income),Lower middle income,gender,men,0.396747367730593,0.22041202887330025,0.261022963126101,0.261022963126101,0.278723792836465,0.278723792836465,0.686968078120217,0.833677327202699,0.166322672797301,0.23224969201686557,0.578401483687189,0.21254164456040772,0.529188218559712,0.146299724656449,0.146299724656449,0.385808014651925,0.184416003401789,0.184416003401789,0.20349882156982918,0.185131371971847,0.20901134057975163,0.20142687125560244,0.29204791890509224,0.544965010054415,0.566898776571382
Middle East & North Africa (excluding high income),Lower middle income,gender,women,0.326679962338119,0.15262604801035484,0.162393636339791,0.162393636339791,0.174094537202549,0.174094537202549,0.5253413502307351,0.788154045204997,0.211845954795003,0.17336458447547498,0.519635184317706,0.1457965204131009,0.484373999295806,0.07812733186284118,0.07812733186284118,0.228966300538605,0.0963013768302122,0.0963013768302122,0.19049695878584086,0.113954386848171,0.13614020103363847,0.1360589013072786,0.21154095802906547,0.491513847192057,0.329054657752209
Sub-Saharan Africa (excluding high income),Lower middle income,gender,men,0.466635459679988,0.13609879404783834,0.1846398685159406,0.18463986851594055,0.1439919173961007,0.14399191739610073,0.2351658380141644,0.311429728851252,0.6885702711487472,0.128470978566814,0.20785797248800797,0.11305546526195612,0.17218128388457501,0.07470700300763802,0.10358962110535602,0.241734666162161,0.104661773845495,0.1507695224993574,0.138706799756643,0.14026471544677332,0.14000404045804152,0.13113500797847133,0.199042585387731,0.413852924269327,0.44604183295455
Sub-Saharan Africa (excluding high income),Lower middle income,gender,women,0.492628036815844,0.12495488435621582,0.169705589793866,0.169705589793866,0.10448360926471331,0.10632636481966865,0.31401389827867887,0.277129917451521,0.7228700825484793,0.125386355820075,0.2022419523449,0.12427909775749696,0.15278920695322215,0.13200132956620272,0.10788197152738199,0.187105271008529,0.0964087988888988,0.13490100422135545,0.157910457702464,0.14575827546937892,0.11776260278945733,0.10631692700858375,0.192353459780273,0.378176494597957,0.464600602105747
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.579235087971219,0.16711028390728658,0.133891106944501,0.133891106944501,0.15270033124016794,0.13906430415222937,0.42285256129465704,0.776958766286152,0.2230412337138479,0.18326494867101717,0.13990149766121096,0.11503465582052474,0.09792441545033831,0.10335832062143588,0.16693195378770131,0.285125561530543,0.16390104282034676,0.16842876060354856,0.1256702749574539,0.1300883265038329,0.12739577474854466,0.11587605947977353,0.14206069102651603,0.723074970588729,0.436553981483774
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.533259658479175,0.11946176781871645,0.0849229686718449,0.0849229686718449,0.11622210598162727,0.11156012773135515,0.34660548220994897,0.615580222946593,0.3844197770534068,0.12816483931044353,0.14076810470880896,0.1143725387245779,0.103326701129938,0.09148075857729751,0.10050586882279999,0.11272047055446399,0.0856248084671378,0.10401533785209352,0.11129729733605193,0.1007672987877882,0.11331873169679355,0.12722281755559847,0.10939725533732153,0.640875574985507,0.28162003842081
Middle East & North Africa (excluding high income),Upper middle income,gender,men,0.600456012362051,0.11442975340238298,0.230678123144277,0.230678123144277,0.21741663740592704,0.2214854965794133,0.5139774563290325,0.774542617622827,0.2254573823771732,0.2152685722281496,0.240913385697183,0.15895122680329074,0.135465164064891,0.16358555000096106,0.1620743576687613,0.387190838180008,0.163702719044787,0.159455581479145,0.11321386936518002,0.149396709782447,0.173106163946483,0.164435124489674,0.258786394515445,0.681198150414697,0.706883414894674
Middle East & North Africa (excluding high income),Upper middle income,gender,women,0.55585198040444,0.08981719973509988,0.09906896248917069,0.09906896248917069,0.10688316450533733,0.11078331636245026,0.5314011679023162,0.62003421175298,0.3799657882470206,0.15646243692146566,0.149725283721858,0.1229752890789329,0.08685429827010871,0.07547752686071638,0.08363030795088083,0.195585434873827,0.0866381059234626,0.0866381059234626,0.12114971702052202,0.04704705836836409,0.11279086152991602,0.11279086152991602,0.198347406830571,0.531450415212968,0.596209608011448
High income,High income,gender,men,0.433938211016564,0.537497600817557,0.347272635439454,0.347272635439454,0.220953461028718,0.220953461028718,0.6563092984858603,0.648438336200573,0.351561663799427,0.388471046794131,0.68221977394896,0.388471046794131,0.273098192463416,0.382467737451111,0.415820688893544,0.564213037885976,0.479557021356213,0.449727610481236,0.425732003783696,0.166058554692013,0.340301457364885,0.315170194640274,0.475820508731505,0.645695594359815,0.851218882792757
High income,High income,gender,women,0.478715493898298,0.460138371575305,0.333048327652186,0.333048327652186,0.194803337246372,0.194803337246372,0.6247503234417833,0.590130745232289,0.409869254767711,0.285654803358945,0.698225645787643,0.285654803358945,0.366693162704796,0.390923643238063,0.404926970098331,0.508968728033984,0.471104583843206,0.453382505748392,0.43934540680369005,0.160207334409997,0.320324194191354,0.282890689986392,0.483071212750381,0.6253799549016,0.810138720639668
High income,High income,gender,men,0.804974987889183,0.667609221048747,0.606331226715045,0.606331226715045,0.745779080879905,0.745779080879905,0.8675902996225902,0.802550492184147,0.1974495078158521,0.738569993014682,0.837246167346002,0.738569993014682,0.13017480639125129,0.438472681148581,0.448900863557369,0.65387761334498,0.611721339290278,0.60129315688149,0.378559116573993,0.713255770122322,0.43662192564479,0.43662192564479,0.49686981878346403,0.7688906639121,0.993469958323634
High income,High income,gender,women,0.781360561208081,0.624192166296821,0.625354737271635,0.625354737271635,0.696755342424819,0.696755342424819,0.7775063939238835,0.736925898267594,0.2630741017324067,0.7082464254116,0.766718985883153,0.7082464254116,0.11861021474052666,0.383017613657533,0.399289337080586,0.609246204996334,0.571933278077303,0.56175990139056,0.401683955221896,0.6823526705160239,0.465402572537408,0.455703714704353,0.519758839535106,0.769642641561976,0.981774858001159
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.483509981973871,0.14008685008194652,0.173008730796617,0.173008730796617,0.14647530221042038,0.13986395469385077,0.3236816739538969,0.345588518922,0.6544114810779998,0.16919631279424024,0.17618910607155602,0.10620900861743146,0.147998790124639,0.03864893133031544,0.11266867431331754,0.334427451914312,0.1544355459308437,0.13765767801127768,0.12570243684672655,0.09029674009951641,0.1279056596077926,0.11884311660226302,0.16128886130886966,0.488833507283148,0.196076369071805
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.475104920008004,0.1254184712220502,0.12230220765131125,0.12230220765131125,0.10703579684483724,0.10866851768389091,0.3212670415140453,0.283745066482294,0.7162549335177063,0.12325909934245888,0.21336162005889803,0.1476988470665596,0.170468561627041,0.13086512388509325,0.1118466122347475,0.278759679529787,0.0906037712245979,0.13495170355169725,0.12565459150600808,0.11896766590680352,0.13317125423673687,0.12304715049918366,0.12449522685230233,0.401844209340228,0.163149681646849
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.539910471149208,0.19699981217976698,0.17498088239604784,0.17498088239604787,0.1428471417901161,0.135331705779555,0.39116065942131567,0.446869042835465,0.553130957164535,0.16840505158159824,0.13553533614927804,0.12595289578050065,0.15063003329414776,0.05116005014646488,0.13258826683196215,0.326474931584025,0.1505415206192497,0.13797722383876065,0.11821185019309496,0.09726506814997704,0.12748012808889356,0.12936030574084895,0.136357612760717,0.529613988734063,0.37942111290486
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.501771671759894,0.127435653365082,0.12144715963441838,0.1214471596344184,0.10064270459746708,0.10190764529098661,0.31314749952841636,0.306040467519218,0.693959532480782,0.12222201371637018,0.09580731109527002,0.13114412176591253,0.13512803191011274,0.12516067287055022,0.10793456310902474,0.197849204053252,0.08948548159216455,0.11820926634771678,0.12120779784485039,0.11808152848970996,0.10142416622828898,0.09236063135005043,0.0953694954191999,0.507891261991583,0.298454895523361
East Asia & Pacific (excluding high income),Upper middle income,gender,men,0.447235102780372,0.247869785530103,0.399398669599789,0.399398669599789,0.257998007220035,0.257998007220035,0.7123235256441218,0.367588016560756,0.6324119834392443,0.309212618770504,0.485710088893097,0.298237831632213,0.138304265182299,0.245492169253949,0.255621236801665,0.464981448321397,0.334976862069165,0.323675337248533,0.324112880751438,0.256649450639895,0.281657486137243,0.26091947043042,0.389331078501608,0.648373044367756,0.879162881853072
East Asia & Pacific (excluding high income),Upper middle income,gender,women,0.341913495167821,0.250174926387266,0.353527430616579,0.353527430616579,0.206425651263553,0.206425651263553,0.5574451547333831,0.386743124107167,0.6132568758928332,0.219047919147765,0.385615388539324,0.199721568584834,0.152115969240136,0.140708832002929,0.147571936569998,0.291832539186011,0.213621384351298,0.204817869184144,0.251409212753599,0.164698822327754,0.216573077660094,0.201089577958779,0.28980670899597,0.614940110313408,0.824785366568756
South Asia (excluding high income),Upper middle income,gender,men,0.388674538317667,0.325456456265563,0.341480338202131,0.341480338202131,0.246211955822292,0.246211955822292,0.5815100360992912,0.709613657794782,0.2903863422052171,0.227821828436406,0.688289365173425,0.194925974533552,0.444195964880381,0.207159269200436,0.212221856456376,0.492193618860222,0.404940858785546,0.397244302648436,0.208761491661925,0.173798091797623,0.305781513263261,0.295246971414541,0.36127843124811,0.445857935307951,0.854688374776546
South Asia (excluding high income),Upper middle income,gender,women,0.271968009272483,0.21226081564480798,0.300823263769383,0.300823263769383,0.152610144217265,0.152610144217265,0.4862143338679844,0.619887564092904,0.3801124359070951,0.160867143161074,0.632292857354034,0.135976110897422,0.458029494503699,0.13505545161738203,0.136635026886176,0.351615707126061,0.293354187524261,0.288094672569723,0.158221258466373,0.10600969155058598,0.237353496010766,0.227675251400422,0.282404633227587,0.396609894406511,0.741815888482305
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.460793079532125,0.18578658169921447,0.17840501501696338,0.17840501501696338,0.14738253984440847,0.13013988867916532,0.41607912658569346,0.538611006840985,0.4613889931590152,0.1762992115953654,0.19276892089396502,0.11498123019524112,0.17077416995359412,0.09572770729747876,0.12449866339584284,0.236329987401562,0.143790793916547,0.12625005019339675,0.131343736483792,0.11742179265525723,0.11721324475185929,0.11159877564141085,0.181618864872028,0.52356521686142,0.45457596901003
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.409539438584588,0.1371058486183002,0.12230220765131125,0.12230220765131125,0.10257264271308209,0.0929939341336869,0.3113356322112796,0.398774999275004,0.6012250007249964,0.114514657483231,0.17657828878306903,0.13544143988291332,0.17235809123733825,0.0996589227654795,0.09819875329795019,0.10628052151466197,0.08961959455351501,0.09367644376443865,0.07788720401461316,0.1055563976746264,0.09873822872357227,0.08997417634005242,0.0865455701973254,0.55214131639003,0.257119213045661
High income,High income,gender,men,0.492822557714261,0.446267079543276,0.522127472920858,0.522127472920858,0.459522898089161,0.459522898089161,0.7571955312039307,0.812763901631885,0.187236098368115,0.32772327087244,0.560852579756778,0.32772327087244,0.196829609487857,0.351432208691013,0.358525191688108,0.638563626959243,0.535963125732437,0.528870142735341,0.466147695668905,0.507945908612621,0.46884471595086796,0.443267974115654,0.586981620320944,0.759224904669897,0.977760378745971
High income,High income,gender,women,0.458669700814577,0.383446704241003,0.411622199297951,0.411622199297951,0.406062611706472,0.406062611706472,0.6736224094014125,0.70958127459895,0.2904187254010493,0.301761982205775,0.65734849104189,0.301761982205775,0.278631633563813,0.259459338088091,0.260404977757616,0.453087826982122,0.395114023747304,0.39416838407778,0.530782020075524,0.435572342567611,0.467144453279901,0.4459168526936861,0.614074695138385,0.706241198300321,0.969646608812829
Sub-Saharan Africa (excluding high income),Lower middle income,gender,men,0.497381298841362,0.2221365655827267,0.19054783477440349,0.19054783477440349,0.14958719852261487,0.13468061225087857,0.4356538637667572,0.59909854862581,0.400901451374191,0.17000956309234927,0.28811863361172196,0.15651907624242273,0.218067417968016,0.14582296552766622,0.1787697369980879,0.22694164983509402,0.1607263424633319,0.18754964324292284,0.12406393138275315,0.14062407438401983,0.14376315719766436,0.142808795923681,0.129305994597989,0.460995695800735,0.262859279064451
Sub-Saharan Africa (excluding high income),Lower middle income,gender,women,0.387856983142911,0.13641189139751,0.1541294339056,0.1541294339056,0.10697908903906025,0.10132011674372282,0.3104911331422341,0.492993396201753,0.507006603798247,0.10726033005790303,0.20537960969507496,0.12641299613968934,0.167385050766306,0.08937402060691155,0.08373705212232468,0.11524609448455797,0.09218139375495157,0.0903683851501077,0.11204726482848018,0.1463536665168429,0.09978527900536616,0.08991631378958473,0.08500040617162982,0.374123925145851,0.154872776663314
Sub-Saharan Africa (excluding high income),Upper middle income,gender,men,0.447124153062473,0.21982096591629827,0.256688129164907,0.256688129164907,0.315837203487506,0.315837203487506,0.5102955196470935,0.495921140311051,0.5040788596889492,0.141258557180849,0.742355197975761,0.132664808130828,0.541632513878548,0.270667110279506,0.2803716432782,0.55516942186653,0.428337016415471,0.418632483416777,0.209301786160085,0.309799571834426,0.305504539219282,0.294068607341727,0.347908057819011,0.60201505273958,0.927059713938473
Sub-Saharan Africa (excluding high income),Upper middle income,gender,women,0.3072064155023219,0.1538296883332412,0.231189852276317,0.231189852276317,0.145784676246676,0.145784676246676,0.4266805936703616,0.360164894490371,0.6398351055096287,0.0950094352420808,0.640822496320399,0.0861003242993745,0.48453382174158,0.161297084213195,0.166067515108485,0.379354757232538,0.255189089253322,0.247791596599545,0.308467651234956,0.175822120510543,0.295093109296256,0.256037253214088,0.385862924474482,0.601268756669422,0.871129483939197
Latin America & Caribbean (excluding high income),Upper middle income,gender,men,0.344648791782568,0.16915303655029434,0.19390150505176001,0.19390150505176001,0.134505030236433,0.134505030236433,0.5800876928033332,0.316680070292768,0.6833199297072314,0.15723355562069444,0.577730122835518,0.15160033313394114,0.468950881905095,0.15573061970204888,0.134871988978514,0.385220981948679,0.170034686346069,0.17802061229964994,0.12494094560903302,0.17808783875282097,0.1514345007361465,0.14158333895389003,0.178852128291168,0.486500178157025,0.395818529586562
Latin America & Caribbean (excluding high income),Upper middle income,gender,women,0.287600966039581,0.14069787133472236,0.13312898229766618,0.13312898229766615,0.10078072786380299,0.10078072786380299,0.4529037661493607,0.198638983187856,0.8013610168121449,0.16680270027824964,0.587340625546966,0.16115953441213396,0.471619182351585,0.10054302980446977,0.0700563464116524,0.180164407413247,0.0862827080274709,0.08311246000888878,0.179515338936577,0.17070368008729028,0.1715163864267133,0.14720007743432295,0.194193063734956,0.320027803422314,0.328661862616389
Europe & Central Asia (excluding high income),Upper middle income,gender,men,0.586141672327626,0.34586723079271,0.10022701466540201,0.10022701466540201,0.231995598740873,0.231995598740873,0.6845544523119885,0.695521430366174,0.304478569633826,0.129279115924126,0.738485573219057,0.129279115924126,0.532533577666802,0.0986480503503922,0.181392825990316,0.4919426311784,0.243027052134103,0.158090776583155,0.248953488094904,0.186949401907641,0.139382505881857,0.11686614541756801,0.308382527908694,0.538838086760946,0.429407999194119
Europe & Central Asia (excluding high income),Upper middle income,gender,women,0.502526329164032,0.273484869435976,0.11552743346476244,0.11552743346476246,0.17695741716895,0.17695741716895,0.603369189746095,0.632552842968803,0.367447157031197,0.119637951615538,0.793349434519636,0.119637951615538,0.610569709675037,0.10149902170855898,0.189889735259008,0.426022270341575,0.236556305513866,0.13905990998308,0.3714344596267,0.155043370648225,0.16460919275597702,0.133094078828888,0.412913816499232,0.552834001863532,0.445514456684189
East Asia & Pacific (excluding high income),Lower middle income,gender,men,0.497504490877843,0.133264933474311,0.156637224601895,0.156637224601895,0.309383648094897,0.309383648094897,0.6676421499079587,0.563572585283748,0.4364274147162527,0.456180317034329,0.710818028552509,0.437831496270576,0.251454628288723,0.275638518478294,0.285655743848604,0.465476851514711,0.344761504944942,0.334744279574632,0.182654941639999,0.1709987591158591,0.194679982794759,0.19181079048398,0.237842057469939,0.280826129868922,0.908124422079579
East Asia & Pacific (excluding high income),Lower middle income,gender,women,0.512158576065007,0.145716844470665,0.227107301829901,0.227107301829901,0.298460860882164,0.298460860882164,0.6218073406973611,0.506809145409577,0.4931908545904233,0.521544950582891,0.726271547306047,0.506235564809623,0.20472659672315702,0.248980532884443,0.254456316929686,0.360167894056048,0.296150309020943,0.289082975133297,0.390653258568626,0.18094860021334552,0.338645543403521,0.325834729186245,0.426183083532347,0.342088692834517,0.949537949373739
Europe & Central Asia (excluding high income),Upper middle income,gender,men,0.447459715974853,0.274818798399574,0.10146379467111599,0.10146379467111599,0.259221527951379,0.259221527951379,0.6665903355758428,0.757317831322423,0.24268216867757686,0.237066257934119,0.557167441199039,0.237066257934119,0.316807595144551,0.217900402789007,0.221321673585566,0.45961458820581,0.344563121734842,0.341141850938283,0.236397218524426,0.175660088294912,0.273588382631176,0.273588382631176,0.357753215415322,0.273486130759317,0.691868666918725
Europe & Central Asia (excluding high income),Upper middle income,gender,women,0.455766016396989,0.20563686452053354,0.10051855539625898,0.10051855539625898,0.21669419684229,0.21669419684229,0.5762748373952181,0.739160722685274,0.2608392773147262,0.232829674573778,0.613128876068955,0.232829674573778,0.367439331107818,0.153183599982774,0.157767586439462,0.364500123163885,0.271077819865765,0.266493833409077,0.353471812413638,0.158250354630186,0.314063642068514,0.311664263412407,0.45369572205388,0.30698643842960693,0.67572241335707
Sub-Saharan Africa (excluding high income),Low income,gender,men,0.527744453526761,0.17475752915714962,0.129106454967306,0.129106454967306,0.124652681843376,0.124652681843376,0.4029124403961503,0.473618349921201,0.5263816500787989,0.156203844169503,0.305707785702513,0.11689843799884941,0.11158297546930004,0.04671626726196826,0.11748480078728411,0.277524852422231,0.14459006263729812,0.12675048193180982,0.11406176354272102,0.10133877245722442,0.11943336265866883,0.10079813982169039,0.19572473102133503,0.478891152403445,0.510665535974972
Sub-Saharan Africa (excluding high income),Low income,gender,women,0.477140729931202,0.12663487818197083,0.08822986137180702,0.088229861371807,0.09678214458963669,0.09678214458963669,0.3345702733266882,0.366864431235171,0.6331355687648297,0.10060848647406301,0.289478886494338,0.11543426752439712,0.154002236849634,0.0984330552839324,0.0952260884330216,0.147201555163129,0.09003889690338218,0.10187318087436004,0.11029246572196,0.0978255885755552,0.0980461451997652,0.09077532865934887,0.149538626934947,0.381839903337665,0.328739478380401
East Asia & Pacific (excluding high income),Lower middle income,gender,men,0.452769596921356,0.3224477336142073,0.16297096524184185,0.16297096952121998,0.188397340153573,0.188397340153573,0.6690258860566777,0.692344202930623,0.3076557970693765,0.26118726691762817,0.271523938754757,0.25600669909400553,0.266364815979424,0.24855490332026736,0.2756864608959138,0.406112607782046,0.3126777561707537,0.29535060062157364,0.20091758726167716,0.23443872058343168,0.22421426809698755,0.2073737189190161,0.2564131774830812,0.370931393603587,0.260077104850945
East Asia & Pacific (excluding high income),Lower middle income,gender,women,0.426335052255191,0.26533794148830936,0.195765498838103,0.195765498838103,0.193127437950349,0.193127437950349,0.5593744508319143,0.621594124099494,0.3784058759005061,0.23649874077002914,0.295965313965974,0.2302421502752638,0.293293974543132,0.17407588685963832,0.17027662664331647,0.296223932368161,0.13566909181152428,0.16266477322670095,0.20850899943832107,0.1592157507813583,0.21379197507174985,0.19346317968354879,0.26004712876761055,0.354636144751766,0.259787109102086
Sub-Saharan Africa (excluding high income),Upper middle income,gender,men,0.691425021272231,0.143172929329318,0.347586852255569,0.347586852255569,0.1877893878453,0.1877893878453,0.34968228437069615,0.431444205656284,0.5685557943437162,0.239503149302432,0.516783212100909,0.18509482259819,0.25115698921033,0.172987805564247,0.203087619235967,0.433517540802317,0.363230608381316,0.309702323000477,0.239774271447932,0.17129862833745,0.277940467180172,0.236334546002774,0.341778807678734,0.656378828481754,0.805999484101524
